user_id,age,gender,sessions_per_week,avg_session_duration,progress_score,mood_after,injury,dropout
2380,31,Female,6,56.4,62.9,Fatigued,Knee,0
2381,25,Female,3,60.5,41.6,Energized,None,0
2382,25,Male,3,62.7,33.0,Fatigued,None,0
2383,31,Female,4,44.2,54.5,Neutral,Back,0
2384,29,Female,1,40.8,30.4,Energized,None,1
2385,30,Male,2,34.5,19.5,Neutral,None,0
2386,26,Female,1,32.1,23.5,Fatigued,None,0
2387,28,Male,3,38.9,44.5,Neutral,None,1
2388,25,Female,4,32.8,37.5,Energized,Back,1
2389,34,Female,2,41.0,32.9,Neutral,None,0
2390,35,Female,0,32.9,26.8,Neutral,None,1
2391,20,Male,4,43.3,57.0,Fatigued,None,1
2392,25,Male,0,40.9,19.3,Fatigued,None,0
2393,22,Male,6,55.6,44.4,Neutral,Shoulder,1
2394,26,Male,2,33.6,13.8,Energized,None,1
2395,29,Female,4,55.3,40.7,Neutral,None,0
2396,22,Female,3,29.6,20.5,Fatigued,None,1
2397,25,Male,0,39.1,2.7,Fatigued,None,1
2398,24,Male,3,41.0,54.0,Energized,None,0
2399,31,Male,3,54.9,47.7,Neutral,Back,0
2400,30,Male,5,67.9,53.7,Neutral,Knee,1
2401,26,Male,4,56.4,47.9,Energized,None,0
2402,30,Male,1,26.9,0.6,Neutral,None,0
2403,27,Female,2,27.5,35.3,Neutral,Back,1
2404,28,Male,2,25.7,3.4,Neutral,None,0
2405,38,Female,1,46.0,33.1,Fatigued,None,0
2406,36,Female,3,43.7,18.5,Fatigued,None,0
2407,23,Male,7,59.0,60.4,Neutral,None,0
2408,34,Female,3,43.7,49.3,Neutral,Shoulder,1
2409,34,Female,4,60.8,34.1,Energized,None,1
2410,24,Female,4,57.8,47.4,Fatigued,None,0
2411,34,Male,5,59.4,61.0,Neutral,None,0
2412,37,Male,2,46.4,37.8,Neutral,None,0
2413,24,Female,5,56.8,54.1,Fatigued,None,1
2414,25,Female,5,58.0,59.0,Energized,None,0
2415,35,Male,2,42.2,25.0,Fatigued,None,0
2416,31,Male,2,40.0,49.3,Neutral,None,0
2417,32,Male,6,67.5,47.6,Energized,Knee,0
2418,31,Male,5,58.6,65.9,Energized,Back,0
2419,31,Female,2,31.2,27.5,Fatigued,None,1
2420,23,Male,4,55.3,53.8,Neutral,None,0
2421,35,Male,3,47.5,46.7,Neutral,None,1
2422,35,Female,3,51.1,46.1,Fatigued,None,0
2423,28,Male,3,44.0,28.9,Neutral,None,0
2424,29,Female,2,48.1,31.2,Neutral,None,0
2425,22,Female,4,49.4,30.2,Energized,None,0
2426,32,Male,5,62.2,53.1,Energized,None,0
2427,32,Female,5,50.4,53.4,Neutral,None,0
2428,29,Female,2,36.1,34.1,Neutral,None,1
2429,35,Male,5,61.0,59.4,Fatigued,Back,0
2430,28,Male,2,36.7,10.8,Fatigued,None,0
2431,32,Female,3,67.1,42.9,Energized,None,0
2432,24,Female,6,65.7,56.2,Neutral,None,1
2433,29,Female,3,45.2,24.5,Neutral,Knee,0
2434,29,Male,2,48.2,25.7,Neutral,None,0
2435,31,Female,2,35.2,27.6,Fatigued,None,1
2436,28,Male,3,54.2,56.2,Neutral,None,0
2437,29,Female,5,64.0,47.5,Energized,None,0
2438,34,Female,7,77.5,62.5,Neutral,None,0
2439,27,Female,5,50.6,44.3,Fatigued,None,0
2440,21,Female,5,42.8,49.8,Fatigued,None,0
2441,38,Female,4,43.9,54.2,Neutral,None,1
2442,36,Female,5,52.2,50.2,Neutral,None,0
2443,23,Male,1,51.7,16.4,Fatigued,None,1
2444,33,Female,6,82.0,58.7,Fatigued,None,0
2445,27,Female,3,48.4,41.1,Neutral,None,0
2446,31,Male,6,60.1,70.0,Neutral,None,0
2447,31,Male,1,31.5,38.9,Energized,None,0
2448,28,Male,4,58.2,37.3,Energized,None,0
2449,26,Female,4,71.9,57.3,Fatigued,None,1
2450,26,Female,7,82.9,66.2,Fatigued,None,0
2451,25,Male,5,66.4,49.2,Fatigued,None,0
2452,25,Female,3,56.2,33.3,Neutral,None,0
2453,29,Male,4,58.3,45.8,Energized,None,0
2454,26,Female,3,44.5,28.4,Neutral,Shoulder,1
2455,33,Male,2,32.6,51.1,Fatigued,None,0
2456,37,Male,2,39.8,25.3,Neutral,None,0
2457,27,Male,2,44.2,42.0,Fatigued,None,1
2458,31,Male,3,30.5,23.7,Fatigued,Knee,1
2459,32,Female,6,58.5,81.6,Neutral,Knee,0
2460,32,Female,6,51.7,59.2,Fatigued,Shoulder,1
2461,30,Male,0,40.1,28.4,Fatigued,Back,0
2462,33,Male,1,29.5,13.8,Fatigued,None,1
2463,32,Male,2,43.3,41.4,Energized,None,0
2464,23,Female,2,33.0,29.8,Fatigued,None,1
2465,34,Female,1,51.0,26.7,Neutral,None,0
2466,34,Male,3,28.0,18.2,Neutral,None,1
2467,26,Female,4,54.8,45.0,Fatigued,None,1
2468,30,Male,4,37.2,35.4,Energized,Shoulder,1
2469,33,Female,3,39.9,43.6,Neutral,Back,1
2470,28,Female,2,42.1,28.7,Fatigued,None,1
2471,35,Female,4,52.6,27.1,Fatigued,None,0
2472,41,Female,5,57.3,60.1,Fatigued,Back,0
2473,26,Female,2,41.5,43.7,Fatigued,None,1
2474,23,Female,1,28.6,2.6,Neutral,None,1
2475,31,Female,2,38.4,47.2,Energized,None,0
2476,33,Male,1,35.3,36.6,Fatigued,None,0
2477,28,Male,3,47.0,32.2,Neutral,None,1
2478,37,Male,2,39.3,18.5,Neutral,Back,1
2479,23,Female,3,52.3,51.7,Neutral,None,1
2480,33,Male,2,40.9,16.8,Energized,None,1
2481,26,Male,4,52.0,39.3,Energized,None,1
2482,38,Male,0,26.2,0.0,Fatigued,None,0
2483,39,Male,4,39.5,39.8,Neutral,None,1
2484,26,Female,2,41.5,45.4,Neutral,None,1
2485,27,Female,0,42.1,24.8,Fatigued,None,1
2486,34,Female,5,59.4,64.9,Fatigued,Back,0
2487,28,Female,4,41.8,37.4,Neutral,None,1
2488,29,Female,1,43.1,27.5,Fatigued,Knee,0
2489,30,Male,4,46.6,31.0,Neutral,None,0
2490,20,Male,4,57.1,47.6,Neutral,None,1
2491,29,Female,3,41.3,28.2,Fatigued,None,1
2492,26,Male,3,48.5,37.6,Neutral,Shoulder,0
2493,27,Male,5,49.8,47.6,Energized,None,0
2494,37,Female,2,35.1,24.4,Fatigued,None,1
2495,23,Male,3,29.3,50.7,Energized,None,1
2496,34,Male,2,45.1,50.2,Neutral,Back,0
2497,28,Male,5,58.7,68.5,Energized,None,0
2498,28,Male,6,64.3,80.1,Energized,Back,0
2499,33,Male,5,57.8,68.1,Neutral,Knee,1
2500,31,Male,5,47.4,48.5,Fatigued,None,1
2501,32,Female,7,74.7,71.1,Neutral,None,0
2502,34,Female,4,59.9,52.3,Energized,None,0
2503,28,Male,5,47.1,46.4,Fatigued,None,0
2504,26,Female,7,70.3,59.7,Neutral,None,0
2505,24,Male,0,38.7,22.3,Neutral,None,0
2506,25,Male,4,45.3,27.0,Fatigued,Knee,1
2507,44,Male,4,47.0,44.9,Energized,None,0
2508,36,Female,6,65.3,52.7,Neutral,None,0
2509,23,Male,5,39.9,44.1,Fatigued,None,1
2510,23,Female,5,44.1,49.0,Neutral,Knee,0
2511,32,Female,6,50.1,51.5,Neutral,None,0
2512,32,Female,3,27.0,12.1,Neutral,None,0
2513,32,Female,0,40.8,8.5,Neutral,None,0
2514,28,Female,0,10.1,9.6,Fatigued,None,1
2515,29,Male,3,48.4,33.6,Neutral,None,0
2516,31,Male,3,53.1,47.2,Neutral,None,0
2517,30,Female,3,42.1,36.1,Neutral,Knee,1
2518,18,Female,3,38.3,32.2,Energized,Back,1
2519,28,Male,6,62.3,64.6,Fatigued,Back,0
2520,25,Male,3,45.0,30.8,Energized,None,1
2521,30,Male,5,65.0,61.5,Neutral,None,0
2522,44,Male,6,33.7,42.7,Fatigued,None,1
2523,31,Male,3,35.8,58.3,Fatigued,None,1
2524,28,Female,3,50.6,29.0,Fatigued,Back,1
2525,34,Female,5,55.5,49.2,Fatigued,None,0
2526,32,Male,4,57.5,45.6,Neutral,Back,0
2527,32,Female,2,42.6,17.8,Fatigued,None,1
2528,33,Female,1,33.7,29.1,Fatigued,None,1
2529,40,Male,2,37.0,24.2,Fatigued,None,1
2530,24,Male,1,58.3,10.4,Fatigued,Knee,0
2531,32,Female,2,55.3,44.6,Neutral,None,1
2532,25,Female,2,45.0,26.1,Neutral,None,0
2533,32,Male,4,50.8,44.4,Energized,None,1
2534,25,Female,6,65.4,69.5,Energized,None,0
2535,27,Male,4,58.3,45.5,Fatigued,None,1
2536,28,Male,6,64.2,58.4,Neutral,None,1
2537,34,Male,5,47.5,73.4,Neutral,None,0
2538,34,Male,4,67.8,32.4,Fatigued,None,1
2539,23,Female,3,47.5,25.9,Neutral,None,1
2540,30,Female,2,60.1,29.1,Neutral,None,1
2541,26,Male,5,56.9,71.3,Energized,None,0
2542,23,Female,6,57.5,52.3,Fatigued,None,1
2543,28,Female,3,58.8,46.8,Fatigued,None,0
2544,28,Male,0,33.0,11.8,Fatigued,None,0
2545,42,Female,5,56.3,59.2,Fatigued,None,1
2546,32,Male,2,28.0,23.9,Fatigued,None,1
2547,23,Female,0,36.6,20.8,Neutral,None,1
2548,27,Male,5,50.1,62.9,Energized,None,0
2549,35,Female,3,40.5,39.7,Neutral,None,1
2550,40,Male,4,45.1,35.2,Neutral,Shoulder,1
2551,22,Female,6,64.4,65.3,Fatigued,Back,1
2552,20,Female,3,29.6,54.0,Neutral,Knee,0
2553,39,Male,3,42.9,42.1,Energized,None,0
2554,31,Male,2,49.8,36.4,Fatigued,Back,1
2555,25,Male,2,27.5,10.0,Fatigued,None,1
2556,32,Female,5,56.7,60.6,Energized,None,1
2557,18,Male,3,38.7,43.1,Fatigued,None,0
2558,30,Female,2,36.0,31.1,Neutral,None,0
2559,31,Male,1,51.6,31.9,Neutral,None,0
2560,34,Male,3,28.5,57.6,Fatigued,None,1
2561,24,Male,3,52.7,49.9,Energized,None,0
2562,30,Male,4,45.2,55.0,Fatigued,None,1
2563,25,Female,3,39.7,35.5,Fatigued,Knee,0
2564,31,Female,1,23.9,15.6,Neutral,Shoulder,0
2565,25,Male,3,52.5,47.6,Neutral,None,0
2566,27,Female,6,58.1,57.7,Fatigued,Back,0
2567,25,Male,2,36.8,27.9,Fatigued,None,0
2568,33,Female,4,51.1,50.2,Fatigued,None,1
2569,34,Male,4,48.3,39.0,Energized,None,0
2570,28,Female,4,30.0,37.2,Energized,None,1
2571,30,Female,2,35.1,28.4,Fatigued,None,0
2572,22,Male,6,69.0,74.2,Energized,None,0
2573,28,Female,4,34.9,31.3,Fatigued,None,1
2574,29,Male,5,44.1,27.1,Fatigued,None,0
2575,43,Male,2,35.7,24.7,Neutral,Back,0
2576,24,Male,4,42.7,45.3,Energized,None,1
2577,37,Male,5,54.7,62.0,Energized,None,0
2578,34,Male,3,34.1,25.1,Energized,None,0
2579,31,Male,3,41.1,41.0,Neutral,None,0
2580,38,Male,4,49.5,56.1,Energized,None,1
2581,31,Male,1,41.5,33.3,Fatigued,Knee,1
2582,31,Female,4,62.4,43.3,Neutral,None,1
2583,29,Female,0,27.4,6.9,Fatigued,None,1
2584,36,Male,2,58.9,43.8,Neutral,None,0
2585,35,Male,4,48.2,60.4,Neutral,None,0
2586,26,Male,1,43.3,26.8,Fatigued,None,1
2587,23,Female,6,79.3,68.0,Fatigued,None,0
2588,28,Female,5,56.4,39.5,Fatigued,Back,0
2589,25,Male,4,36.3,34.5,Neutral,None,0
2590,29,Male,5,55.9,45.8,Neutral,Knee,0
2591,36,Male,5,48.9,49.7,Energized,None,0
2592,27,Male,2,37.3,13.5,Fatigued,None,1
2593,29,Female,5,74.8,59.1,Fatigued,None,1
2594,30,Female,2,27.8,13.8,Neutral,None,0
2595,34,Male,3,48.0,48.4,Neutral,Back,1
2596,18,Female,4,41.2,32.0,Neutral,Back,0
2597,26,Male,4,46.9,37.7,Fatigued,None,1
2598,31,Male,0,37.4,21.5,Energized,None,1
2599,36,Female,2,43.2,27.1,Neutral,Shoulder,0
2600,27,Female,4,47.7,67.4,Energized,None,0
2601,20,Male,3,38.5,43.6,Energized,None,1
2602,33,Male,5,58.2,54.3,Fatigued,Back,0
2603,26,Female,4,67.1,57.2,Energized,Back,0
2604,24,Female,2,31.0,1.9,Fatigued,None,0
2605,26,Male,1,54.1,44.4,Fatigued,None,1
2606,29,Male,4,62.0,56.1,Energized,None,0
2607,26,Male,3,58.7,43.6,Energized,Back,0
2608,18,Female,2,43.1,37.2,Fatigued,None,0
2609,34,Female,2,51.7,42.7,Neutral,None,0
2610,36,Male,2,29.9,20.8,Neutral,Knee,0
2611,33,Female,1,28.3,23.0,Neutral,None,0
2612,24,Female,3,52.7,51.8,Fatigued,None,0
2613,28,Male,5,58.0,58.5,Energized,None,1
2614,29,Male,4,48.5,41.7,Fatigued,None,0
2615,32,Female,5,30.0,43.0,Energized,None,1
2616,33,Female,1,30.6,34.1,Neutral,None,0
2617,26,Female,3,33.3,39.5,Fatigued,Back,0
2618,30,Female,4,54.9,35.8,Energized,None,0
2619,32,Male,4,48.1,49.9,Neutral,None,0
2620,37,Male,4,43.7,46.4,Neutral,None,0
2621,33,Female,4,76.4,69.8,Neutral,None,0
2622,33,Male,4,60.4,50.5,Energized,None,0
2623,30,Female,1,45.6,24.1,Fatigued,None,1
2624,37,Female,4,72.0,42.3,Neutral,None,0
2625,32,Female,4,58.0,42.1,Energized,None,1
2626,25,Male,7,57.3,75.7,Energized,None,0
2627,37,Female,4,41.1,42.5,Fatigued,Back,0
2628,33,Female,4,59.6,48.8,Energized,None,0
2629,27,Female,3,24.4,40.2,Neutral,None,1
2630,27,Male,5,54.2,63.0,Energized,None,0
2631,31,Male,7,43.3,49.3,Energized,None,1
2632,32,Male,5,56.0,65.0,Energized,None,0
2633,30,Male,4,58.5,32.7,Neutral,None,0
2634,31,Male,1,37.8,28.5,Neutral,None,1
2635,38,Female,4,59.4,53.1,Neutral,None,1
2636,35,Female,4,69.6,66.3,Fatigued,Back,0
2637,30,Female,5,53.6,55.6,Energized,None,0
2638,34,Female,1,63.1,34.1,Fatigued,None,1
2639,24,Male,4,52.1,44.4,Energized,None,0
2640,31,Female,2,49.5,61.7,Energized,None,0
2641,39,Male,5,48.9,50.3,Energized,None,0
2642,28,Male,2,56.2,44.1,Neutral,None,0
2643,25,Male,4,60.4,30.0,Energized,None,0
2644,26,Female,2,54.7,29.1,Fatigued,Knee,1
2645,24,Female,0,30.5,20.4,Energized,Shoulder,0
2646,26,Male,4,37.4,22.6,Fatigued,None,1
2647,28,Female,1,39.6,30.3,Neutral,None,0
2648,22,Male,4,33.0,29.2,Neutral,None,0
2649,30,Male,6,56.6,48.0,Neutral,None,0
2650,34,Female,6,61.9,53.7,Energized,None,0
2651,25,Female,2,63.8,57.2,Energized,None,0
2652,37,Female,5,58.2,57.4,Fatigued,None,1
2653,32,Female,3,46.4,29.1,Neutral,None,1
2654,35,Female,6,59.4,67.5,Fatigued,None,0
2655,26,Female,5,41.6,54.1,Energized,Back,0
2656,34,Female,0,30.9,11.6,Neutral,None,0
2657,24,Female,3,46.0,47.6,Energized,Shoulder,0
2658,34,Female,2,30.3,35.2,Neutral,None,0
2659,30,Female,5,43.1,55.1,Neutral,None,0
2660,32,Male,3,40.2,28.4,Energized,None,1
2661,24,Female,4,50.6,33.5,Neutral,None,0
2662,25,Male,4,45.4,25.8,Energized,None,1
2663,32,Male,7,54.5,55.7,Fatigued,Back,1
2664,25,Female,6,62.9,57.8,Neutral,None,1
2665,32,Male,3,50.4,37.3,Neutral,None,1
2666,23,Female,4,51.2,45.1,Fatigued,None,0
2667,34,Female,5,49.4,67.0,Energized,None,0
2668,23,Male,5,60.9,52.1,Neutral,None,0
2669,32,Male,0,28.1,13.6,Energized,None,1
2670,33,Female,2,28.1,5.9,Energized,None,0
2671,26,Male,2,50.4,57.5,Energized,Knee,1
2672,32,Male,3,48.5,26.1,Fatigued,Knee,1
2673,31,Male,2,38.8,22.3,Fatigued,Back,1
2674,27,Female,3,29.3,36.6,Energized,Knee,0
2675,24,Female,4,42.6,43.8,Energized,None,0
2676,20,Female,3,65.2,64.0,Energized,Knee,0
2677,31,Male,4,34.9,44.7,Energized,None,1
2678,22,Female,0,27.5,12.9,Fatigued,None,1
2679,30,Female,5,54.8,62.8,Neutral,None,0
2680,28,Male,6,63.2,73.2,Energized,Back,0
2681,33,Female,4,35.0,30.9,Fatigued,None,0
2682,28,Female,5,56.7,63.0,Neutral,None,0
2683,28,Female,1,18.1,11.8,Fatigued,Back,0
2684,33,Male,5,56.0,52.0,Energized,None,0
2685,31,Male,1,28.5,20.7,Neutral,None,0
2686,31,Male,3,36.3,29.3,Fatigued,None,0
2687,32,Male,2,48.3,29.8,Fatigued,None,1
2688,22,Female,4,47.6,53.6,Fatigued,None,1
2689,33,Male,2,44.7,17.1,Energized,None,1
2690,33,Female,4,55.1,36.9,Energized,Back,1
2691,24,Male,3,57.7,50.6,Neutral,None,0
2692,28,Male,5,42.9,45.7,Fatigued,None,0
2693,29,Female,4,59.2,59.5,Energized,None,0
2694,29,Male,2,40.2,33.7,Fatigued,Back,0
2695,31,Female,2,36.2,14.8,Fatigued,None,1
2696,37,Male,5,43.5,47.4,Fatigued,None,1
2697,35,Male,3,51.1,45.9,Neutral,None,1
2698,23,Female,3,35.8,35.2,Neutral,None,0
2699,33,Female,4,55.2,42.9,Energized,None,0
2700,36,Male,2,59.3,36.9,Fatigued,None,1
2701,31,Male,2,49.8,29.3,Fatigued,None,0
2702,35,Female,3,58.9,31.2,Fatigued,None,0
2703,40,Female,2,32.8,11.8,Energized,Knee,0
2704,35,Female,2,47.6,37.7,Neutral,None,0
2705,31,Male,0,18.6,0.6,Fatigued,None,1
2706,35,Female,2,37.7,34.6,Neutral,None,1
2707,30,Male,2,57.4,32.7,Energized,None,1
2708,30,Male,6,53.9,43.8,Fatigued,None,0
2709,28,Female,4,61.1,46.5,Energized,None,1
2710,37,Male,5,65.2,78.5,Energized,None,0
2711,25,Male,0,40.7,19.4,Fatigued,None,1
2712,37,Male,1,22.3,22.6,Neutral,None,0
2713,32,Male,5,60.3,56.8,Energized,Back,0
2714,23,Female,4,48.4,30.1,Neutral,None,0
2715,31,Female,2,50.9,49.9,Neutral,None,1
2716,19,Male,3,28.4,26.7,Fatigued,None,1
2717,33,Female,3,48.7,26.2,Fatigued,None,0
2718,34,Female,5,57.3,48.5,Fatigued,None,0
2719,27,Female,0,10.1,3.0,Fatigued,None,0
2720,30,Male,4,41.1,48.0,Neutral,None,0
2721,39,Female,4,31.7,29.0,Fatigued,Back,0
2722,27,Female,7,57.7,90.1,Neutral,None,0
2723,24,Male,5,60.5,45.9,Neutral,None,1
2724,37,Male,2,42.0,37.1,Energized,None,0
2725,39,Male,4,51.7,26.1,Neutral,None,0
2726,30,Female,5,44.6,46.1,Neutral,None,1
2727,35,Male,4,61.2,54.3,Energized,None,0
2728,36,Female,5,54.8,41.2,Fatigued,None,1
2729,26,Male,6,60.3,75.1,Energized,None,0
2730,27,Female,1,44.4,31.5,Fatigued,None,1
2731,36,Male,1,25.1,14.4,Neutral,None,1
2732,38,Female,5,57.3,57.9,Neutral,None,0
2733,32,Female,2,44.2,26.2,Fatigued,Shoulder,0
2734,25,Male,0,24.5,24.8,Neutral,None,1
2735,39,Male,3,51.5,50.9,Neutral,None,0
2736,27,Male,5,59.8,58.6,Neutral,None,1
2737,28,Female,1,34.0,28.1,Neutral,None,0
2738,31,Female,4,48.7,29.6,Fatigued,None,1
2739,37,Male,0,35.2,32.3,Neutral,None,1
2740,34,Male,1,42.9,25.5,Fatigued,None,1
2741,32,Male,3,45.6,48.1,Neutral,None,0
2742,32,Female,1,46.2,35.6,Energized,None,0
2743,30,Female,5,61.6,65.9,Fatigued,None,0
2744,32,Female,5,37.1,33.1,Energized,None,1
2745,18,Male,5,41.0,36.3,Neutral,None,0
2746,28,Male,2,51.8,58.4,Energized,None,0
2747,31,Female,3,42.5,21.1,Fatigued,None,1
2748,24,Male,2,41.6,19.8,Fatigued,Back,0
2749,31,Female,2,51.4,36.1,Neutral,None,0
2750,28,Male,3,44.9,37.9,Energized,None,1
2751,38,Male,4,50.4,39.8,Fatigued,None,0
2752,37,Female,1,26.3,24.3,Neutral,None,1
2753,27,Female,2,43.7,40.9,Fatigued,None,0
2754,29,Female,6,65.9,62.8,Fatigued,None,0
2755,29,Male,3,39.2,31.9,Neutral,None,0
2756,27,Male,6,50.8,55.2,Fatigued,None,0
2757,30,Female,7,91.3,75.7,Energized,None,0
2758,26,Female,3,44.1,20.1,Fatigued,None,1
2759,24,Female,2,33.2,29.6,Neutral,Shoulder,0
2760,33,Male,5,62.1,63.7,Energized,Knee,0
2761,33,Female,2,39.5,28.2,Fatigued,None,1
2762,25,Female,2,29.1,1.9,Fatigued,None,1
2763,34,Female,5,59.8,49.2,Fatigued,None,1
2764,26,Female,3,36.5,42.3,Fatigued,None,1
2765,31,Male,2,55.8,23.5,Fatigued,None,0
2766,34,Female,4,54.9,54.4,Energized,None,0
2767,29,Female,4,47.2,39.1,Neutral,None,0
2768,32,Female,1,36.1,22.9,Energized,None,1
2769,27,Female,2,49.0,27.6,Neutral,None,0
2770,29,Female,2,41.9,19.6,Fatigued,Back,0
2771,28,Female,3,66.2,62.4,Fatigued,None,0
2772,26,Male,5,66.4,66.4,Fatigued,Back,0
2773,29,Male,4,54.9,53.9,Neutral,None,1
2774,22,Male,4,40.6,49.4,Fatigued,None,0
2775,27,Male,0,28.5,19.3,Fatigued,None,1
2776,28,Male,1,39.8,34.3,Neutral,None,0
2777,28,Male,2,31.8,19.3,Neutral,None,1
2778,28,Male,2,52.9,50.2,Energized,None,0
2779,29,Male,1,25.3,30.5,Neutral,Shoulder,1
2780,32,Male,3,38.6,38.1,Energized,None,0
2781,34,Male,1,29.4,16.8,Fatigued,None,0
2782,26,Female,5,62.4,44.0,Fatigued,None,0
2783,23,Female,5,47.0,50.8,Neutral,None,1
2784,24,Male,4,32.0,52.8,Fatigued,None,0
2785,27,Female,1,45.9,16.3,Fatigued,Shoulder,0
2786,28,Female,5,50.6,60.5,Energized,Knee,0
2787,26,Male,6,49.3,49.9,Neutral,None,0
2788,23,Female,2,32.5,22.4,Fatigued,None,0
2789,27,Female,4,67.2,41.8,Energized,None,1
2790,30,Female,5,48.4,41.7,Energized,None,0
2791,32,Male,3,43.8,43.4,Fatigued,Knee,1
2792,27,Female,2,35.5,35.5,Energized,Knee,0
2793,27,Male,3,32.7,33.7,Fatigued,None,1
2794,25,Female,3,37.6,28.8,Fatigued,None,0
2795,29,Female,3,32.0,20.0,Fatigued,None,1
2796,25,Female,6,69.6,65.4,Neutral,None,0
2797,32,Female,4,51.0,41.9,Energized,None,0
2798,21,Male,2,64.8,44.5,Neutral,Back,0
2799,28,Female,4,42.9,38.2,Neutral,Knee,0
2800,31,Female,4,41.4,37.7,Fatigued,None,0
2801,30,Male,1,50.3,31.7,Neutral,None,1
2802,43,Female,3,55.6,46.3,Fatigued,None,0
2803,31,Male,6,63.8,74.1,Energized,None,0
2804,24,Male,4,38.9,36.1,Neutral,None,1
2805,29,Female,2,57.4,44.2,Energized,None,0
2806,21,Male,1,34.3,40.2,Energized,None,0
2807,29,Female,3,40.7,41.1,Energized,None,1
2808,25,Male,3,56.4,54.8,Fatigued,None,0
2809,34,Male,2,39.8,23.7,Fatigued,None,0
2810,27,Female,4,38.3,31.9,Neutral,None,1
2811,29,Male,0,30.4,13.6,Fatigued,Back,1
2812,26,Female,1,27.2,18.1,Fatigued,None,1
2813,38,Female,3,14.9,33.2,Fatigued,None,0
2814,28,Female,0,21.2,3.3,Fatigued,None,1
2815,39,Female,5,49.7,49.0,Neutral,None,0
2816,34,Female,1,23.4,27.4,Fatigued,None,1
2817,32,Male,4,55.8,50.1,Neutral,None,0
2818,31,Female,3,37.2,33.5,Energized,None,0
2819,31,Male,3,49.8,42.3,Fatigued,None,0
2820,20,Female,5,42.7,35.1,Fatigued,None,0
2821,28,Female,3,54.1,30.6,Neutral,None,1
2822,34,Female,4,37.2,22.7,Fatigued,None,1
2823,29,Female,3,21.6,27.9,Fatigued,None,1
2824,22,Female,4,62.4,60.4,Fatigued,None,1
2825,29,Female,5,46.4,55.9,Fatigued,None,1
2826,38,Female,4,67.6,65.2,Energized,None,0
2827,36,Male,4,55.6,62.3,Fatigued,None,0
2828,29,Male,5,62.9,57.9,Neutral,None,0
2829,34,Male,6,70.5,64.6,Energized,None,0
2830,28,Female,3,46.1,52.8,Neutral,Knee,0
2831,21,Male,4,51.2,38.6,Energized,Back,0
2832,25,Male,1,47.8,17.1,Fatigued,None,1
2833,37,Male,3,46.1,34.7,Energized,None,1
2834,28,Female,3,37.7,29.3,Fatigued,None,0
2835,28,Female,5,60.9,55.9,Fatigued,Knee,0
2836,28,Male,3,23.9,18.4,Energized,Back,0
2837,39,Male,4,63.2,55.3,Fatigued,None,1
2838,38,Male,0,43.4,16.0,Fatigued,None,1
2839,41,Male,3,57.0,55.8,Fatigued,None,0
2840,29,Male,6,71.6,53.9,Fatigued,None,1
2841,31,Female,2,39.2,28.2,Fatigued,None,0
2842,22,Female,0,28.9,11.1,Fatigued,None,0
2843,37,Male,3,32.7,33.7,Energized,None,1
2844,24,Male,4,67.5,63.0,Neutral,Back,0
2845,31,Male,3,40.1,37.7,Fatigued,Back,0
2846,24,Male,3,48.4,37.9,Energized,None,0
2847,27,Male,4,52.5,53.2,Fatigued,Knee,0
2848,25,Male,2,26.6,31.7,Fatigued,Back,1
2849,26,Male,5,37.6,46.5,Neutral,None,1
2850,27,Female,2,40.1,33.9,Neutral,None,1
2851,27,Female,3,40.5,41.7,Energized,Back,1
2852,34,Female,4,49.1,28.1,Energized,None,0
2853,24,Male,5,65.7,54.3,Neutral,Knee,1
2854,31,Female,5,57.2,57.4,Fatigued,None,0
2855,36,Female,4,57.6,45.9,Neutral,None,1
2856,27,Male,3,49.5,36.9,Neutral,None,0
2857,26,Male,1,31.8,24.6,Neutral,None,1
2858,28,Female,2,30.0,29.0,Neutral,Knee,0
2859,35,Male,5,57.6,58.5,Fatigued,None,0
2860,30,Male,5,55.8,45.0,Energized,None,1
2861,27,Female,6,69.2,50.4,Neutral,Back,0
2862,32,Female,1,33.5,29.8,Fatigued,Back,1
2863,24,Male,3,42.0,28.6,Fatigued,Back,0
2864,33,Female,4,47.7,35.7,Neutral,None,1
2865,32,Female,4,40.8,31.4,Fatigued,None,0
2866,28,Male,4,64.5,63.8,Neutral,None,0
2867,25,Female,5,66.4,60.3,Energized,None,0
2868,25,Male,3,32.9,34.9,Fatigued,None,1
2869,32,Male,2,48.0,40.9,Energized,None,0
2870,36,Female,2,21.5,20.3,Fatigued,None,1
2871,26,Male,0,39.9,30.1,Fatigued,None,1
2872,32,Male,3,38.0,22.0,Fatigued,None,0
2873,19,Male,1,38.6,13.4,Neutral,None,1
2874,27,Female,2,20.7,8.9,Neutral,None,1
2875,29,Female,4,38.0,43.2,Neutral,None,0
2876,25,Male,5,59.7,59.9,Fatigued,Back,0
2877,25,Female,5,48.0,44.3,Neutral,None,0
2878,26,Male,2,31.6,23.5,Fatigued,None,0
2879,31,Female,1,49.0,42.2,Neutral,None,0
2880,29,Male,2,62.1,34.1,Neutral,None,1
2881,18,Female,6,69.4,67.7,Fatigued,None,0
2882,19,Female,3,34.1,25.2,Neutral,None,0
2883,26,Female,2,57.6,49.8,Energized,Shoulder,0
2884,32,Male,5,39.4,51.0,Neutral,Back,0
2885,18,Female,3,42.0,22.0,Neutral,Shoulder,1
2886,27,Male,5,55.5,50.1,Neutral,None,0
